date,source,region,indicator,value,unit,reference_year,data_type
2026-05-18,World Bank,South Africa,fertility_rate,2.436,WB standard,2011,historical
2026-05-18,World Bank,South Africa,fertility_rate,2.445,WB standard,2010,historical
2026-05-18,World Bank,South Africa,fertility_rate,2.501,WB standard,2009,historical
2026-05-18,World Bank,South Africa,fertility_rate,2.679,WB standard,2008,historical
2026-05-18,World Bank,South Africa,fertility_rate,2.545,WB standard,2007,historical
2026-05-18,World Bank,South Africa,fertility_rate,2.548,WB standard,2006,historical
2026-05-18,World Bank,South Africa,fertility_rate,2.512,WB standard,2005,historical
2026-05-18,World Bank,Mexico,fertility_rate,2.137,WB standard,2015,historical
2026-05-18,World Bank,Mexico,fertility_rate,2.211,WB standard,2014,historical
2026-05-18,World Bank,Mexico,fertility_rate,2.269,WB standard,2013,historical
2026-05-18,World Bank,Mexico,fertility_rate,2.294,WB standard,2012,historical
2026-05-18,World Bank,Mexico,fertility_rate,2.317,WB standard,2011,historical
2026-05-18,World Bank,Mexico,fertility_rate,2.34,WB standard,2010,historical
2026-05-18,World Bank,Mexico,fertility_rate,2.364,WB standard,2009,historical
2026-05-18,World Bank,Mexico,fertility_rate,2.391,WB standard,2008,historical
2026-05-18,World Bank,Mexico,fertility_rate,2.421,WB standard,2007,historical
2026-05-18,World Bank,Mexico,fertility_rate,2.456,WB standard,2006,historical
2026-05-18,World Bank,Mexico,fertility_rate,2.495,WB standard,2005,historical
2026-05-18,WHO Verified,India,life_expectancy_verified,63.5,verified,2005,historical
2026-05-18,WHO Verified,India,life_expectancy_verified,64.4,verified,2006,historical
2026-05-18,WHO Verified,India,life_expectancy_verified,65.2,verified,2007,historical
2026-05-18,WHO Verified,India,life_expectancy_verified,66.0,verified,2008,historical
2026-05-18,WHO Verified,India,life_expectancy_verified,66.8,verified,2009,historical
2026-05-18,WHO Verified,India,life_expectancy_verified,67.5,verified,2010,historical
2026-05-18,WHO Verified,India,life_expectancy_verified,68.0,verified,2011,historical
2026-05-18,WHO Verified,India,life_expectancy_verified,68.5,verified,2012,historical
2026-05-18,WHO Verified,India,life_expectancy_verified,68.8,verified,2013,historical
2026-05-18,WHO Verified,India,life_expectancy_verified,69.1,verified,2014,historical
2026-05-18,WHO Verified,India,life_expectancy_verified,69.4,verified,2015,historical
2026-05-18,WHO Verified,China,life_expectancy_verified,73.2,verified,2005,historical
2026-05-18,WHO Verified,China,life_expectancy_verified,74.0,verified,2007,historical
2026-05-18,WHO Verified,China,life_expectancy_verified,74.8,verified,2010,historical
2026-05-18,WHO Verified,China,life_expectancy_verified,75.7,verified,2013,historical
2026-05-18,WHO Verified,China,life_expectancy_verified,76.1,verified,2015,historical
2026-05-18,WHO Verified,USA,life_expectancy_verified,77.4,verified,2005,historical
2026-05-18,WHO Verified,USA,life_expectancy_verified,77.8,verified,2007,historical
2026-05-18,WHO Verified,USA,life_expectancy_verified,78.5,verified,2010,historical
2026-05-18,WHO Verified,USA,life_expectancy_verified,78.8,verified,2013,historical
2026-05-18,WHO Verified,USA,life_expectancy_verified,78.7,verified,2015,historical
2026-05-18,UNICEF Verified,India,infant_mortality_verified,56.0,verified,2005,historical
2026-05-18,UNICEF Verified,India,infant_mortality_verified,53.0,verified,2006,historical
2026-05-18,UNICEF Verified,India,infant_mortality_verified,50.0,verified,2007,historical
2026-05-18,UNICEF Verified,India,infant_mortality_verified,47.0,verified,2008,historical
2026-05-18,UNICEF Verified,India,infant_mortality_verified,44.0,verified,2009,historical
2026-05-18,UNICEF Verified,India,infant_mortality_verified,41.0,verified,2010,historical
2026-05-18,UNICEF Verified,India,infant_mortality_verified,39.0,verified,2011,historical
2026-05-18,UNICEF Verified,India,infant_mortality_verified,37.0,verified,2012,historical
2026-05-18,UNICEF Verified,India,infant_mortality_verified,35.0,verified,2013,historical
2026-05-18,UNICEF Verified,India,infant_mortality_verified,34.0,verified,2014,historical
2026-05-18,UNICEF Verified,India,infant_mortality_verified,33.0,verified,2015,historical
2026-05-18,WHO Verified,India,measles_vaccination_verified,56.0,verified,2005,historical
2026-05-18,WHO Verified,India,measles_vaccination_verified,59.0,verified,2006,historical
2026-05-18,WHO Verified,India,measles_vaccination_verified,67.0,verified,2007,historical
2026-05-18,WHO Verified,India,measles_vaccination_verified,70.0,verified,2008,historical
2026-05-18,WHO Verified,India,measles_vaccination_verified,71.0,verified,2009,historical
2026-05-18,WHO Verified,India,measles_vaccination_verified,74.0,verified,2010,historical
2026-05-18,WHO Verified,India,measles_vaccination_verified,74.0,verified,2011,historical
2026-05-18,WHO Verified,India,measles_vaccination_verified,74.0,verified,2012,historical
2026-05-18,WHO Verified,India,measles_vaccination_verified,83.0,verified,2013,historical
2026-05-18,WHO Verified,India,measles_vaccination_verified,84.0,verified,2014,historical
2026-05-18,WHO Verified,India,measles_vaccination_verified,87.0,verified,2015,historical
2026-05-18,WHO Verified,India,tb_incidence_verified,283.0,verified,2005,historical
2026-05-18,WHO Verified,India,tb_incidence_verified,275.0,verified,2006,historical
2026-05-18,WHO Verified,India,tb_incidence_verified,265.0,verified,2007,historical
2026-05-18,WHO Verified,India,tb_incidence_verified,255.0,verified,2008,historical
2026-05-18,WHO Verified,India,tb_incidence_verified,245.0,verified,2009,historical
2026-05-18,WHO Verified,India,tb_incidence_verified,236.0,verified,2010,historical
2026-05-18,WHO Verified,India,tb_incidence_verified,226.0,verified,2011,historical
2026-05-18,WHO Verified,India,tb_incidence_verified,217.0,verified,2012,historical
2026-05-18,WHO Verified,India,tb_incidence_verified,209.0,verified,2013,historical
2026-05-18,WHO Verified,India,tb_incidence_verified,200.0,verified,2014,historical
2026-05-18,WHO Verified,India,tb_incidence_verified,193.0,verified,2015,historical
2026-05-18,WB Verified,India,hospital_beds_verified,0.7,verified,2005,historical
2026-05-18,WB Verified,India,hospital_beds_verified,0.7,verified,2010,historical
2026-05-18,WB Verified,India,hospital_beds_verified,0.7,verified,2015,historical
2026-05-18,WB Verified,China,hospital_beds_verified,2.4,verified,2005,historical
2026-05-18,WB Verified,China,hospital_beds_verified,3.6,verified,2010,historical
2026-05-18,WB Verified,China,hospital_beds_verified,4.2,verified,2015,historical
2026-05-18,WB Verified,USA,hospital_beds_verified,3.1,verified,2005,historical
2026-05-18,WB Verified,USA,hospital_beds_verified,3.0,verified,2010,historical
2026-05-18,WB Verified,USA,hospital_beds_verified,2.9,verified,2015,historical
2026-05-18,WB Verified,USA,health_expenditure_pct_gdp,15.2,verified,2005,historical
2026-05-18,WB Verified,USA,health_expenditure_pct_gdp,16.4,verified,2010,historical
2026-05-18,WB Verified,USA,health_expenditure_pct_gdp,16.8,verified,2015,historical
