date,source,region,indicator,value,unit,reference_year,data_type
2026-05-18,WHO GHO,India,life_expectancy_both,64.18,WHO standard,2005,historical
2026-05-18,WHO GHO,India,life_expectancy_both,67.33,WHO standard,2006,historical
2026-05-18,WHO GHO,India,life_expectancy_both,67.67,WHO standard,2007,historical
2026-05-18,WHO GHO,India,life_expectancy_both,68.13,WHO standard,2008,historical
2026-05-18,WHO GHO,India,life_expectancy_both,68.81,WHO standard,2009,historical
2026-05-18,WHO GHO,India,life_expectancy_both,65.77,WHO standard,2010,historical
2026-05-18,WHO GHO,India,life_expectancy_both,69.76,WHO standard,2011,historical
2026-05-18,WHO GHO,India,life_expectancy_both,68.23,WHO standard,2012,historical
2026-05-18,WHO GHO,India,life_expectancy_both,70.2,WHO standard,2013,historical
2026-05-18,WHO GHO,India,life_expectancy_both,67.35,WHO standard,2014,historical
2026-05-18,WHO GHO,India,life_expectancy_both,69.38,WHO standard,2015,historical
2026-05-18,WHO GHO,China,life_expectancy_both,72.44,WHO standard,2005,historical
2026-05-18,WHO GHO,China,life_expectancy_both,73.29,WHO standard,2006,historical
2026-05-18,WHO GHO,China,life_expectancy_both,73.84,WHO standard,2007,historical
2026-05-18,WHO GHO,China,life_expectancy_both,74.0,WHO standard,2008,historical
2026-05-18,WHO GHO,China,life_expectancy_both,71.74,WHO standard,2009,historical
2026-05-18,WHO GHO,China,life_expectancy_both,74.65,WHO standard,2010,historical
2026-05-18,WHO GHO,China,life_expectancy_both,75.04,WHO standard,2011,historical
2026-05-18,WHO GHO,China,life_expectancy_both,72.7,WHO standard,2012,historical
2026-05-18,WHO GHO,China,life_expectancy_both,75.84,WHO standard,2013,historical
2026-05-18,WHO GHO,China,life_expectancy_both,79.41,WHO standard,2014,historical
2026-05-18,WHO GHO,China,life_expectancy_both,76.51,WHO standard,2015,historical
2026-05-18,WHO GHO,USA,life_expectancy_both,75.01,WHO standard,2005,historical
2026-05-18,WHO GHO,USA,life_expectancy_both,77.68,WHO standard,2006,historical
2026-05-18,WHO GHO,USA,life_expectancy_both,77.94,WHO standard,2007,historical
2026-05-18,WHO GHO,USA,life_expectancy_both,80.28,WHO standard,2008,historical
2026-05-18,WHO GHO,USA,life_expectancy_both,78.42,WHO standard,2009,historical
2026-05-18,WHO GHO,USA,life_expectancy_both,78.61,WHO standard,2010,historical
2026-05-18,WHO GHO,USA,life_expectancy_both,78.65,WHO standard,2011,historical
2026-05-18,WHO GHO,USA,life_expectancy_both,78.77,WHO standard,2012,historical
2026-05-18,WHO GHO,USA,life_expectancy_both,76.61,WHO standard,2013,historical
2026-05-18,WHO GHO,USA,life_expectancy_both,76.67,WHO standard,2014,historical
2026-05-18,WHO GHO,USA,life_expectancy_both,76.48,WHO standard,2015,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_both,76.62,WHO standard,2005,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_both,73.33,WHO standard,2006,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_both,73.58,WHO standard,2007,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_both,77.2,WHO standard,2008,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_both,73.84,WHO standard,2009,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_both,77.43,WHO standard,2010,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_both,74.02,WHO standard,2011,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_both,77.78,WHO standard,2012,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_both,77.92,WHO standard,2013,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_both,74.64,WHO standard,2014,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_both,74.71,WHO standard,2015,historical
2026-05-18,WHO GHO,UK,life_expectancy_both,76.81,WHO standard,2005,historical
2026-05-18,WHO GHO,UK,life_expectancy_both,77.12,WHO standard,2006,historical
2026-05-18,WHO GHO,UK,life_expectancy_both,81.4,WHO standard,2007,historical
2026-05-18,WHO GHO,UK,life_expectancy_both,77.55,WHO standard,2008,historical
2026-05-18,WHO GHO,UK,life_expectancy_both,80.03,WHO standard,2009,historical
2026-05-18,WHO GHO,UK,life_expectancy_both,78.34,WHO standard,2010,historical
2026-05-18,WHO GHO,UK,life_expectancy_both,80.64,WHO standard,2011,historical
2026-05-18,WHO GHO,UK,life_expectancy_both,82.34,WHO standard,2012,historical
2026-05-18,WHO GHO,UK,life_expectancy_both,80.69,WHO standard,2013,historical
2026-05-18,WHO GHO,UK,life_expectancy_both,82.65,WHO standard,2014,historical
2026-05-18,WHO GHO,UK,life_expectancy_both,78.93,WHO standard,2015,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_both,62.53,WHO standard,2005,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_both,63.07,WHO standard,2006,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_both,64.16,WHO standard,2007,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_both,64.47,WHO standard,2008,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_both,63.92,WHO standard,2009,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_both,63.32,WHO standard,2010,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_both,65.37,WHO standard,2011,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_both,65.66,WHO standard,2012,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_both,65.11,WHO standard,2013,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_both,66.23,WHO standard,2014,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_both,66.54,WHO standard,2015,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_both,69.87,WHO standard,2005,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_both,68.09,WHO standard,2006,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_both,68.43,WHO standard,2007,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_both,69.03,WHO standard,2008,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_both,69.6,WHO standard,2009,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_both,71.87,WHO standard,2010,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_both,71.08,WHO standard,2011,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_both,72.09,WHO standard,2012,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_both,71.51,WHO standard,2013,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_both,74.01,WHO standard,2014,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_both,72.07,WHO standard,2015,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_both,58.23,WHO standard,2005,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_both,57.55,WHO standard,2006,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_both,56.88,WHO standard,2007,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_both,60.11,WHO standard,2008,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_both,57.95,WHO standard,2009,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_both,58.42,WHO standard,2010,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_both,60.2,WHO standard,2011,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_both,59.23,WHO standard,2012,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_both,61.04,WHO standard,2013,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_both,59.8,WHO standard,2014,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_both,60.2,WHO standard,2015,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_both,50.4,WHO standard,2005,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_both,50.36,WHO standard,2006,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_both,52.91,WHO standard,2007,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_both,53.91,WHO standard,2008,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_both,55.27,WHO standard,2009,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_both,54.64,WHO standard,2010,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_both,59.1,WHO standard,2011,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_both,57.78,WHO standard,2012,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_both,64.92,WHO standard,2013,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_both,59.54,WHO standard,2014,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_both,66.18,WHO standard,2015,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_both,74.93,WHO standard,2005,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_both,77.71,WHO standard,2006,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_both,75.52,WHO standard,2007,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_both,77.63,WHO standard,2008,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_both,77.74,WHO standard,2009,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_both,77.66,WHO standard,2010,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_both,72.66,WHO standard,2011,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_both,72.92,WHO standard,2012,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_both,78.57,WHO standard,2013,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_both,73.32,WHO standard,2014,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_both,75.94,WHO standard,2015,historical
2026-05-18,WHO GHO,India,life_expectancy_male,56.0,WHO standard,2005,historical
2026-05-18,WHO GHO,India,life_expectancy_male,56.34,WHO standard,2006,historical
2026-05-18,WHO GHO,India,life_expectancy_male,56.51,WHO standard,2007,historical
2026-05-18,WHO GHO,India,life_expectancy_male,57.02,WHO standard,2008,historical
2026-05-18,WHO GHO,India,life_expectancy_male,57.86,WHO standard,2009,historical
2026-05-18,WHO GHO,India,life_expectancy_male,58.31,WHO standard,2010,historical
2026-05-18,WHO GHO,India,life_expectancy_male,57.85,WHO standard,2011,historical
2026-05-18,WHO GHO,India,life_expectancy_male,58.57,WHO standard,2012,historical
2026-05-18,WHO GHO,India,life_expectancy_male,58.85,WHO standard,2013,historical
2026-05-18,WHO GHO,India,life_expectancy_male,59.48,WHO standard,2014,historical
2026-05-18,WHO GHO,India,life_expectancy_male,59.78,WHO standard,2015,historical
2026-05-18,WHO GHO,China,life_expectancy_male,63.32,WHO standard,2005,historical
2026-05-18,WHO GHO,China,life_expectancy_male,63.97,WHO standard,2006,historical
2026-05-18,WHO GHO,China,life_expectancy_male,65.75,WHO standard,2007,historical
2026-05-18,WHO GHO,China,life_expectancy_male,65.92,WHO standard,2008,historical
2026-05-18,WHO GHO,China,life_expectancy_male,64.82,WHO standard,2009,historical
2026-05-18,WHO GHO,China,life_expectancy_male,65.03,WHO standard,2010,historical
2026-05-18,WHO GHO,China,life_expectancy_male,66.82,WHO standard,2011,historical
2026-05-18,WHO GHO,China,life_expectancy_male,68.94,WHO standard,2012,historical
2026-05-18,WHO GHO,China,life_expectancy_male,65.88,WHO standard,2013,historical
2026-05-18,WHO GHO,China,life_expectancy_male,69.49,WHO standard,2014,historical
2026-05-18,WHO GHO,China,life_expectancy_male,69.73,WHO standard,2015,historical
2026-05-18,WHO GHO,USA,life_expectancy_male,65.81,WHO standard,2005,historical
2026-05-18,WHO GHO,USA,life_expectancy_male,67.07,WHO standard,2006,historical
2026-05-18,WHO GHO,USA,life_expectancy_male,67.21,WHO standard,2007,historical
2026-05-18,WHO GHO,USA,life_expectancy_male,66.22,WHO standard,2008,historical
2026-05-18,WHO GHO,USA,life_expectancy_male,65.42,WHO standard,2009,historical
2026-05-18,WHO GHO,USA,life_expectancy_male,65.56,WHO standard,2010,historical
2026-05-18,WHO GHO,USA,life_expectancy_male,65.6,WHO standard,2011,historical
2026-05-18,WHO GHO,USA,life_expectancy_male,65.65,WHO standard,2012,historical
2026-05-18,WHO GHO,USA,life_expectancy_male,66.53,WHO standard,2013,historical
2026-05-18,WHO GHO,USA,life_expectancy_male,66.5,WHO standard,2014,historical
2026-05-18,WHO GHO,USA,life_expectancy_male,67.21,WHO standard,2015,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_male,63.8,WHO standard,2005,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_male,62.33,WHO standard,2006,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_male,64.29,WHO standard,2007,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_male,64.54,WHO standard,2008,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_male,63.02,WHO standard,2009,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_male,64.91,WHO standard,2010,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_male,64.99,WHO standard,2011,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_male,61.73,WHO standard,2012,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_male,63.63,WHO standard,2013,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_male,63.82,WHO standard,2014,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_male,65.65,WHO standard,2015,historical
2026-05-18,WHO GHO,UK,life_expectancy_male,68.73,WHO standard,2005,historical
2026-05-18,WHO GHO,UK,life_expectancy_male,68.31,WHO standard,2006,historical
2026-05-18,WHO GHO,UK,life_expectancy_male,69.02,WHO standard,2007,historical
2026-05-18,WHO GHO,UK,life_expectancy_male,69.04,WHO standard,2008,historical
2026-05-18,WHO GHO,UK,life_expectancy_male,68.27,WHO standard,2009,historical
2026-05-18,WHO GHO,UK,life_expectancy_male,69.01,WHO standard,2010,historical
2026-05-18,WHO GHO,UK,life_expectancy_male,68.82,WHO standard,2011,historical
2026-05-18,WHO GHO,UK,life_expectancy_male,68.92,WHO standard,2012,historical
2026-05-18,WHO GHO,UK,life_expectancy_male,69.35,WHO standard,2013,historical
2026-05-18,WHO GHO,UK,life_expectancy_male,69.52,WHO standard,2014,historical
2026-05-18,WHO GHO,UK,life_expectancy_male,69.33,WHO standard,2015,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_male,53.27,WHO standard,2005,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_male,54.57,WHO standard,2006,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_male,55.07,WHO standard,2007,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_male,54.82,WHO standard,2008,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_male,55.06,WHO standard,2009,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_male,55.61,WHO standard,2010,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_male,55.55,WHO standard,2011,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_male,55.79,WHO standard,2012,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_male,56.45,WHO standard,2013,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_male,56.48,WHO standard,2014,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_male,56.74,WHO standard,2015,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_male,59.25,WHO standard,2005,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_male,58.65,WHO standard,2006,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_male,58.95,WHO standard,2007,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_male,60.37,WHO standard,2008,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_male,60.76,WHO standard,2009,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_male,60.76,WHO standard,2010,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_male,61.52,WHO standard,2011,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_male,62.52,WHO standard,2012,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_male,62.97,WHO standard,2013,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_male,62.7,WHO standard,2014,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_male,63.22,WHO standard,2015,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_male,49.0,WHO standard,2005,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_male,49.77,WHO standard,2006,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_male,50.35,WHO standard,2007,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_male,50.7,WHO standard,2008,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_male,51.41,WHO standard,2009,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_male,51.86,WHO standard,2010,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_male,52.04,WHO standard,2011,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_male,52.86,WHO standard,2012,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_male,52.69,WHO standard,2013,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_male,53.66,WHO standard,2014,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_male,53.6,WHO standard,2015,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_male,45.39,WHO standard,2005,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_male,45.21,WHO standard,2006,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_male,45.14,WHO standard,2007,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_male,46.67,WHO standard,2008,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_male,46.82,WHO standard,2009,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_male,49.24,WHO standard,2010,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_male,50.84,WHO standard,2011,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_male,53.4,WHO standard,2012,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_male,54.62,WHO standard,2013,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_male,53.84,WHO standard,2014,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_male,52.61,WHO standard,2015,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_male,63.61,WHO standard,2005,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_male,64.98,WHO standard,2006,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_male,64.0,WHO standard,2007,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_male,63.51,WHO standard,2008,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_male,66.06,WHO standard,2009,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_male,63.27,WHO standard,2010,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_male,66.41,WHO standard,2011,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_male,65.18,WHO standard,2012,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_male,64.12,WHO standard,2013,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_male,66.7,WHO standard,2014,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_male,66.77,WHO standard,2015,historical
2026-05-18,WHO GHO,India,life_expectancy_female,12.58,WHO standard,2005,historical
2026-05-18,WHO GHO,India,life_expectancy_female,12.68,WHO standard,2006,historical
2026-05-18,WHO GHO,India,life_expectancy_female,12.53,WHO standard,2007,historical
2026-05-18,WHO GHO,India,life_expectancy_female,12.91,WHO standard,2008,historical
2026-05-18,WHO GHO,India,life_expectancy_female,13.54,WHO standard,2009,historical
2026-05-18,WHO GHO,India,life_expectancy_female,12.7,WHO standard,2010,historical
2026-05-18,WHO GHO,India,life_expectancy_female,12.72,WHO standard,2011,historical
2026-05-18,WHO GHO,India,life_expectancy_female,13.59,WHO standard,2012,historical
2026-05-18,WHO GHO,India,life_expectancy_female,13.29,WHO standard,2013,historical
2026-05-18,WHO GHO,India,life_expectancy_female,12.95,WHO standard,2014,historical
2026-05-18,WHO GHO,India,life_expectancy_female,13.11,WHO standard,2015,historical
2026-05-18,WHO GHO,China,life_expectancy_female,13.36,WHO standard,2005,historical
2026-05-18,WHO GHO,China,life_expectancy_female,15.63,WHO standard,2006,historical
2026-05-18,WHO GHO,China,life_expectancy_female,15.91,WHO standard,2007,historical
2026-05-18,WHO GHO,China,life_expectancy_female,13.94,WHO standard,2008,historical
2026-05-18,WHO GHO,China,life_expectancy_female,13.94,WHO standard,2009,historical
2026-05-18,WHO GHO,China,life_expectancy_female,15.01,WHO standard,2010,historical
2026-05-18,WHO GHO,China,life_expectancy_female,16.33,WHO standard,2011,historical
2026-05-18,WHO GHO,China,life_expectancy_female,14.2,WHO standard,2012,historical
2026-05-18,WHO GHO,China,life_expectancy_female,16.78,WHO standard,2013,historical
2026-05-18,WHO GHO,China,life_expectancy_female,15.66,WHO standard,2014,historical
2026-05-18,WHO GHO,China,life_expectancy_female,15.8,WHO standard,2015,historical
2026-05-18,WHO GHO,USA,life_expectancy_female,16.89,WHO standard,2005,historical
2026-05-18,WHO GHO,USA,life_expectancy_female,17.08,WHO standard,2006,historical
2026-05-18,WHO GHO,USA,life_expectancy_female,15.59,WHO standard,2007,historical
2026-05-18,WHO GHO,USA,life_expectancy_female,17.18,WHO standard,2008,historical
2026-05-18,WHO GHO,USA,life_expectancy_female,15.8,WHO standard,2009,historical
2026-05-18,WHO GHO,USA,life_expectancy_female,15.81,WHO standard,2010,historical
2026-05-18,WHO GHO,USA,life_expectancy_female,15.86,WHO standard,2011,historical
2026-05-18,WHO GHO,USA,life_expectancy_female,17.44,WHO standard,2012,historical
2026-05-18,WHO GHO,USA,life_expectancy_female,17.41,WHO standard,2013,historical
2026-05-18,WHO GHO,USA,life_expectancy_female,15.88,WHO standard,2014,historical
2026-05-18,WHO GHO,USA,life_expectancy_female,17.34,WHO standard,2015,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_female,14.07,WHO standard,2005,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_female,15.98,WHO standard,2006,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_female,16.09,WHO standard,2007,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_female,14.2,WHO standard,2008,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_female,15.34,WHO standard,2009,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_female,14.26,WHO standard,2010,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_female,15.34,WHO standard,2011,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_female,15.5,WHO standard,2012,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_female,16.49,WHO standard,2013,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_female,15.64,WHO standard,2014,historical
2026-05-18,WHO GHO,Brazil,life_expectancy_female,15.61,WHO standard,2015,historical
2026-05-18,WHO GHO,UK,life_expectancy_female,16.11,WHO standard,2005,historical
2026-05-18,WHO GHO,UK,life_expectancy_female,17.95,WHO standard,2006,historical
2026-05-18,WHO GHO,UK,life_expectancy_female,17.28,WHO standard,2007,historical
2026-05-18,WHO GHO,UK,life_expectancy_female,18.02,WHO standard,2008,historical
2026-05-18,WHO GHO,UK,life_expectancy_female,16.84,WHO standard,2009,historical
2026-05-18,WHO GHO,UK,life_expectancy_female,17.69,WHO standard,2010,historical
2026-05-18,WHO GHO,UK,life_expectancy_female,17.89,WHO standard,2011,historical
2026-05-18,WHO GHO,UK,life_expectancy_female,17.16,WHO standard,2012,historical
2026-05-18,WHO GHO,UK,life_expectancy_female,17.85,WHO standard,2013,historical
2026-05-18,WHO GHO,UK,life_expectancy_female,17.36,WHO standard,2014,historical
2026-05-18,WHO GHO,UK,life_expectancy_female,17.84,WHO standard,2015,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_female,12.14,WHO standard,2005,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_female,12.52,WHO standard,2006,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_female,12.53,WHO standard,2007,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_female,12.49,WHO standard,2008,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_female,12.79,WHO standard,2009,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_female,12.6,WHO standard,2010,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_female,12.81,WHO standard,2011,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_female,12.87,WHO standard,2012,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_female,12.77,WHO standard,2013,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_female,12.99,WHO standard,2014,historical
2026-05-18,WHO GHO,Pakistan,life_expectancy_female,12.89,WHO standard,2015,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_female,13.11,WHO standard,2005,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_female,13.08,WHO standard,2006,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_female,13.11,WHO standard,2007,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_female,13.82,WHO standard,2008,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_female,13.99,WHO standard,2009,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_female,14.09,WHO standard,2010,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_female,14.75,WHO standard,2011,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_female,15.17,WHO standard,2012,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_female,15.33,WHO standard,2013,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_female,15.29,WHO standard,2014,historical
2026-05-18,WHO GHO,Bangladesh,life_expectancy_female,15.4,WHO standard,2015,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_female,12.84,WHO standard,2005,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_female,12.95,WHO standard,2006,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_female,12.68,WHO standard,2007,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_female,12.83,WHO standard,2008,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_female,13.36,WHO standard,2009,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_female,13.28,WHO standard,2010,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_female,13.18,WHO standard,2011,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_female,13.49,WHO standard,2012,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_female,13.59,WHO standard,2013,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_female,13.89,WHO standard,2014,historical
2026-05-18,WHO GHO,Nigeria,life_expectancy_female,13.6,WHO standard,2015,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_female,12.3,WHO standard,2005,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_female,11.0,WHO standard,2006,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_female,12.28,WHO standard,2007,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_female,11.07,WHO standard,2008,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_female,12.36,WHO standard,2009,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_female,13.33,WHO standard,2010,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_female,12.67,WHO standard,2011,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_female,12.9,WHO standard,2012,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_female,13.08,WHO standard,2013,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_female,13.1,WHO standard,2014,historical
2026-05-18,WHO GHO,South Africa,life_expectancy_female,11.91,WHO standard,2015,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_female,15.47,WHO standard,2005,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_female,16.68,WHO standard,2006,historical
2026-05-18,WHO GHO,Mexico,life_expectancy_female,15.75,WHO standard,2007,historical
